"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","22.4","","","","1"
"1995","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","21.8","","","","1"
"1996","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","26.2","","","","1"
"1997","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","23.4","","","","1"
"1998","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","25.1","","","","1"
"1999","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","28.2","","","","1"
"2000","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","26.5","","","","1"
"2001","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","23.7","","","","1"
"2002","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","22.2","","","","1"
"2003","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","25.8","","","","1"
"2004","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","28.1","","","","1"
"2005","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","32.7","","","","1"
"2006","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","30.7","","","","1"
"2007","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","27.1","","","","1"
"2008","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","34.7","","","","1"
"2009","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","35.3","","","","1"
"2010","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","33.3","","","","1"
"2011","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","34.3","","","","1"
"2012","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","27.9","","","","1"
"2013","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","40.2","","","","1"
"2014","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","34.9","","","","1"
"2015","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","39.2","","","","1"
"2016","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","42.3","","","","1"
"2017","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","41.3","","","","1"
"2018","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","40.6","","r","","1"
"2019","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","41.9","","r","","1"
"2020","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","41.8","","r","","1"
"2021","Canada","2016A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","25.0","","","","1"
"1908","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","62.5","","","","1"
"1909","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","54.7","","","","1"
"1910","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","48.8","","","","1"
"1911","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","59.6","","","","1"
"1912","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","56.9","","","","1"
"1913","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","60.3","","","","1"
"1914","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","54.4","","","","1"
"1915","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","56.7","","","","1"
"1916","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","36.3","","","","1"
"1917","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","33.1","","","","1"
"1918","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","56.8","","","","1"
"1919","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","64.0","","","","1"
"1920","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","49.2","","","","1"
"1921","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","50.2","","","","1"
"1922","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","43.3","","","","1"
"1923","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","42.8","","","","1"
"1924","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","40.7","","","","1"
"1925","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","44.2","","","","1"
"1926","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","37.3","","","","1"
"1927","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","32.4","","","","1"
"1928","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","37.7","","","","1"
"1929","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","34.1","","","","1"
"1930","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","36.1","","","","1"
"1931","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","41.3","","","","1"
"1932","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","38.9","","","","1"
"1933","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","37.0","","","","1"
"1934","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","42.2","","","","1"
"1935","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","46.3","","","","1"
"1936","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","37.0","","","","1"
"1937","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","32.7","","","","1"
"1938","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","42.7","","","","1"
"1939","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","44.2","","","","1"
"1940","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","37.4","","","","1"
"1941","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","41.7","","","","1"
"1942","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","40.4","","","","1"
"1943","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","33.9","","","","1"
"1944","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","43.4","","","","1"
"1945","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","43.8","","","","1"
"1946","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","42.4","","","","1"
"1947","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","37.9","","","","1"
"1948","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","49.2","","","","1"
"1949","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","50.2","","","","1"
"1950","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","45.3","","","","1"
"1951","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","50.6","","","","1"
"1952","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","58.3","","","","1"
"1953","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","57.7","","","","1"
"1954","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","54.1","","","","1"
"1955","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","62.2","","","","1"
"1956","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","54.6","","","","1"
"1957","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","57.8","","","","1"
"1958","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","60.3","","","","1"
"1959","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","63.7","","","","1"
"1960","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","57.3","","","","1"
"1961","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","73.0","","","","1"
"1962","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","76.0","","","","1"
"1963","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","65.5","","","","1"
"1964","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","80.7","","","","1"
"1965","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","79.8","","","","1"
"1966","Canada","2016A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","82.3","","","","1"
